Id,Expected,Rooms,SqrMeters,Floor,Location,Description
4339,155000,2,35,1,Poznań Śródka ul. Chlebowa,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem oc od transakcji. Polecam uwadze miszkanie połozone na Zawadach(Śródka) ul.Chlebowa mieszkanie o powierzchni 35 m2 2 pokoje w układzie przejsciowym ciemna kuchnia łazienka wc razem...
4340,347875,3,57.01,4,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
4341,620000,3,69,1,Poznań Stare Miasto ul. Centrum,Wyjątkowe mieszkanie z widokiem na Wartę oraz Katedrę w Poznaniu. Trzy pokoje z aneksem kuchennym okna pokoju dziennego wychodzące na wschód ( widok na rzekę Ostrów tumski most Rocha); okna sypiali i kolejnego pokoju na zachód( dziedziniec)...
4342,400000,3,69.2,4,Poznań Rataje ul. Os. Rusa,UWAGA! PROMOCJA! Oglądaj mieszkania z naszym biurem a my zaproponujemy Ci konkurencyjną prowizję! Zadzwoń i spytaj o to naszego doradcę. Polecamy Państwu na sprzedaż trzypokojowe mieszkanie o powierzchni 69 2 m2 na Osiedlu Rusa. Mieszkanie...
4343,150000,2,58,1,Biskupice Poznań Pobiedziska Biskupice ul. Biskupice,BEZPIECZNA TRANSAKCJA TYLKO Z LICENCJONOWANYM POŚREDNIKIEM!!! Na sprzedaż 2-pokojowe mieszkanie o pow. 58m2 w Biskupicach z przynależną działką o pow. 337m2 !!! W skład nieruchomości wchodzą: - 2 niezależne pokoje - oddzielna jasna kuchnia -...
4344,217700,4,73.47,1,Poznań Kórnik ul. 0 Prowizji Dla Kupującego,OFERTA LICENCJONOWANEGO POŚREDNIKA - GWARANCJA BEZPIECZNEJ TRANSAKCJI!!! Jasne przestronne optymalnie zaprojektowane domy w których znajdują się 4 odrębne lokale 2 lokale na parterze oraz 2 lokale na piętrze. Lokale na piętrze są lokalami...
4345,355000,2,53,1,Poznań Stare Miasto Naramowice,Wspaniałe dwupokojowe mieszkanie idealne dla rodziny. Główne atuty nieruchomości: • cicha i spokojna okolica • rozkład pomieszczeń • położenie z dala od głównej jezdni Nieruchomość złożona z: • kuchnia z jadalnią 10 m.kw • łazienka 6 m.kw •...
4346,299000,2,49,2,Poznań Naramowice,| Na sprzedaż: Nowoczesne i komfortowe mieszkanie położone w bliskiej części Naramowic z dogodnym dojazdem do centrum Poznania. Mieszkanie usytuowane na 2 p. czterokondygnacyjnego bloku z windą z 2002 roku. Do mieszkania przynależy garaż o pow....
4347,800000,5,143,1,Poznań Naramowice ul. Błażeja,Zachęcam do zapoznania się z ofertą sprzedaży luksusowego apartamentu na pięknym terenie poznańskich Naramowic. Apartament 2 poziomowy z prywatnym wejściem z ogrodu 100m ( wraz z podjazdem na samochody ogrodzony ) ogrzewanie piec gazowy plus...
4348,319000,4,92,8,Poznań Rataje ul. Falista,Aktualne 26.10.2015 Rataje -ul. Falista-polecam do zakupu duże przestronne mieszkanie o pow 92 mkw położone na 8 -tym piętrze. Lokal składa się z czterech pokoi o pow 25 25 12 9 kuchni 9 mkw łazienki wc .Jeden z pokoi 25 mkw stanowi...
4349,560000,3,104.9,2,Poznań Centrum ul. Działowa Św Wojciecha Plac Wielkopolski,Zachęcam do zapoznania się z ofertą sprzedaży 3 pokojowego mieszkania o pow. 104 90 m2 na idealnym drugim piętrze odnowionej kamienicy w prestiżowej lokalizacji nieopodal Placu Wielkopolskiego w centrum miasta. Powierzchnię tworzą: >salon ok 30...
4350,280000,3,48,1,Poznań Rataje ul. Os.Bohaterów Ii Wojny Światowej,Zapraszam na prezentację 3 pokojowego mieszkania z dużym potencjałem znajdującego się na os.Bohaterów II Wojny Światowej.Mieszkanie jest bardzo ustawne i mieści się na 1 piętrze w 4 piętrowym bloku.W skład ogólnego metrażu 48m2 wchodzą 3...
4351,268000,2,50,6,Poznań Wilda ul. Dębiec Os. Dębina Po Remoncie Kapitalnym,Gorąco zachęcam do zapoznania się z ofertą sprzedaży 2 pokojowego mieszkania o niezależnym układzie pokoi po remoncie kapitalnym gotowego to zamieszkania bez żadnych dodatkowych nakładów na 6 piętrze bloku z windą na os. Dębina. Powierzchnię 50...
4352,380000,4,106.42,2,Poznań Grunwald Łazarz ul. Głogowska,Mieszkanie w kamienicy przy ul. Głogowskiej. Doskonała lokalizacja mieszkanie idealne na wynajem dla studentów. Możliwość podziału na dwa niezależne mieszkania. Mieszkanie do remontu. Umów się już dziś na oglądanie. Główne atuty nieruchomości:...
4353,352691,3,59.53,2,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
4354,702041,4,98.74,1,Poznań ul. Droga Dębińska 19,Nieruchomości Mieszkania Nieruchomości Mieszkania
4355,274000,3,61.3,4,Poznań Jeżyce ul. Urbanowska,Okazja duże mieszanie blok w otoczeniu zieleni Poelcam Na sprzedaż duże 3 pokojowe mieszkanie położone w atrakcyjnej dzielnicy Poznania /Sołacz/przy ul. Urbanowskiej. Nieruchomość ma powierzchnię 61 3 m2 znajduje się na 4 piętrze niskiego...
4356,219000,2,42.3,2,Poznań Grunwald ul. Brzask,Zapraszam do oglądania i kupna ładnego mieszkania położonego na osiedlu niskiej zabudowy w rejonie ul. Grochowskiej (ul. Brzask). Piętro drugie blok ocieplony i odmalowany. Jest to słoneczne mieszkanie z dużymi oknami wychodzącymi na zachód ...
4357,225000,2,38,3,Poznań Grunwald ul. Bułgarska,Biuro Nieruchomości Credo poleca na sprzedaż mieszkanie 2-pokojowe (38 m2) usytuowane na 3 piętrze w niskim bloku zlokalizowana przy ul. Bułgarskiej. Blok odnowiony ocieplony monitorowany. DO MIESZKANIA PRZYNALEŻY PRYWATNE MIEJSCE PARKINGOWE Z...
4358,279000,3,53,4,Poznań Winogrady ul. Os. Kosmonautów,Biuro Nieruchomości Credo poleca na sprzedaż mieszkanie 3-pokojowe o powierzchni 53 m2 usytuowane na 4 piętrze w niskim bloku z lat 80 zlokalizowane na Os. Kosmonautów Poznań. Do mieszkania przynależy piwnica. Dookoła budynku dużo zieleni ...
4359,415000,2,54,2,Poznań Jeżyce ul. Kościelna,Polecam na sprzedaż luksusowe dwupokojowe mieszkanie położone w dzielnicy Jeżyce przy ul. Kościelnej w kompleksie apartamentowym zbudowanym przez firmę Long Bridge w 2012r. Mieszkanie jest indywidualnie zaprojektowane oraz wykończone z...
4360,325000,3,65,4,Poznań Winogrady ul. Os. Przyjaźni,Gorąco polecam przestronne ciche mieszkanie w doskonałej lokalizacji na os. Przyjaźni. Kupujący nie płaci prowizji ! Wynagrodzenie dla biura pokrywa sprzedający! OPIS MIESZKANIA: Mieszkanie trzypokojowe na osiedlu Przyjaźni o powierzchni 65 m2 ...
4361,347645,3,60.46,1,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania
4362,320000,2,49.3,4,Poznań Stare Miasto ul. Serbska Wilczak,Atrakcyjne mieszkanie o powierzchni 49 3 m2 przy Serbskiej na Starym Mieście ! Mieszkanie położone na czwartym piętrze w bardzo ładnym nowoczesnym bloku na zamkniętym osiedlu. Mieszkanie składa się z dwóch niezależnych pokoi(21 4m2 i 10m2) ...
4363,390000,3,76,2,Poznań Centrum,Polecamy na sprzedaż funkcjonalne 3 pokojowe (76 m) mieszkanie z balkonem w okolicy Rynku Łazarskiego (4 minuty do tramwaju). Mieszkanie znajduje się na drugim piętrze w zadbanej plombie z końca lat dziewięćdziesiątych. Przynależy do niego także...
4364,350000,4,100,2,Poznań Centrum ul. Dąbrowskiego Kościelna Rynek Jeżycki K,Polecam na sprzedaż mieszkanie o pow. ok. 100 m2 przy ulicy DĄBROWSKIEGO- w bezpośrednim sąsiedztwie Rynku Jeżyckiego. DOSKONAŁA LOKALIZACJA- w samym CENTRUM miasta. Okna od dziedzińca i od ulicy. DUŻY POTENCJAŁ ARANŻACYJNY- IDEALNE NA CELE...
4365,330000,4,72,2,Poznań Nowe Miasto Rataje Centrum Malta ul. Os. Przemysława,Znakomita lokalizacja! Okolica Malty zaledwie kilka minut do Centrum i do autostrady! Zapraszam do zapoznania się z ofertą przestronnego mieszkania położonego w bardzo dobrym punkcie - okolice ul.Baraniaka i Malty - os. Przemysława to...
4366,270000,2,44,2,Poznań Rataje Centrum Śródka ul. Jagiellońskie Os.,Polecam na sprzedaż mieszkanie zlokalizowane na Poznańskich Ratajach - os.Jagiellonskie Mieści się na 2 piętrze w niskim bloku. Bardzo blisko centrum niedaleko przystanek . Dobry dojazd na uczelnie do centrum i na dworzec. Bardzo dobra...
4367,350000,3,65,1,Poznań Piątkowo Winogrady Sołacz Naramowice ul. Jagiełły,Przedmiotem sprzedaży jest 3-pokojowe mieszkanie położone na Piątkowie na Osiedlu Jagiełły o łącznej powierzchni użytkowej 65m2. Lokal usytuowany jest na I piętrze w NISKIM BLOKU. Duży pokój 22 m2 sypialnie 9m2 i 10m2 kuchnia 10.5m2 balkon...
4368,319000,3,74,4,Poznań Piątkowo,| Mieszkanie w ofercie MDM. Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego w Poznaniu na os.Śmiałego w bloku 4 piętrowym na 4 piętrze. Mieszkanie o powierzchni 74 0m2 obejmuje 4 pokoje przerobione na 3pokoje można...
4369,536500,4,83.7,3,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...
4370,548000,4,84.7,1,Poznań Centrum ul. Mostowa,Mieszkanie/lokal w samym centrum miasta ul.Mostowa wykorzystywane jako siedziba firmy. Lokal po kapitalnym remoncie-nowe okna PCV wszystkie nowe instalacje nowe grzejniki i piec c.o. 2 funkcyjny szpachlowane i wymalowane ściany ...
4371,318000,4,65,1,Poznań Winogrady Piątkowo Centrum ul. Wichrowe Wzgórze Os.,MOŻLIWE WSPARCIE W PROGRAMIE MDM !!! Polecam na sprzedaż mieszkanie 4 pokojowe zlokalizowane na Poznańskich Winogradach - os. Wichrowe Wzgórze. Mieści się na parterze w niskim ocieplonym bloku. Na metraż 64 9m2 składa się: pokoje 15 2m ...
4372,213500,2,41.01,4,Poznań Centrum ul. Młyńska,Polecam na sprzedaż mieszkanie poddaszowe z klimatem w zrewitalizowanej reprezentacyjnej kamienicy w ścisłym centrum Poznania - ulica Młyńska! Na powierzchnię mieszkania (41 01 mkw.) składają się: pokój z aneksem kuchennym 19 97 mkw. ...
4373,515000,2,47.6,3,Poznań Centrum ul. Kazimierza Wielkiego,Zapraszam do kupna wysokiej klasy mieszkania który obecnie pełni rolę biura. Lokal jest położony w Centrum w pięciopiętrowym bloku wybudowanym w 2009 roku na trzecim piętrze. Blok jest częścią osiedla zamkniętego. Powierzchnia mieszkania wynosi...
4374,350000,3,78,9,Poznań Rataje ul. Os. Rzeczypospolitej,Rozkładowe jasne mieszkanie na dziewiątym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Rataje. Trzy pokoje okna wychodzące na wschód zachód; widok na panoramę miasta. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - parkiet;...
4375,215000,2,38,1,Poznań-Stare Miasto ul. Os. Kosmonautów,Oferuję do sprzedaży mieszkanie które stanowi spółdzielcze własnościowe prawo do lokalu mieszkalnego. Nieruchomość położona jest w Poznaniu na os. Kosmonautów - 1 piętro budynku wielomieszkaniowego. Budynek ocieplony i odświeżony. . Lokal w...
4376,297267,2,43.69,4,Poznań Jeżyce Jeżyce,Zapraszam do zapoznania się z nową atrakcyjną ofertą sprzedaży mieszkań deweloperskich - ZAJEZDNIA POZNAŃ. W centralnym miejscu Jeżyc jednej z najbardziej urokliwych i klimatycznych dzielnic Poznania na  terenie dawnej zajezdni tramwajowej  już...
4377,225000,2,43,10,Poznań Grunwald Centrum Łazarz Górczyn Ogrody Je ul. Newtona - Polecam!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu 2 pokojowe mieszkanie położone na Grunwaldzie ( ul. Newtona ). Na 42 m2 składają się dwa ustawne i nieprzechodnie...
4378,337000,3,60.28,3,Poznań Winogrady ul. Hawelańska,Rozkładowe jasne mieszkanie na trzecim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Winogrady. Trzy pokoje okna wychodzące na południe wschód; widok na inne budynki. Standard wykończenia: Ściany - tynk; Podłogi - wylewka samopoziomująca;...
4379,305000,2,53,3,Poznań Winogrady Piątkowo Naramowice ul. Przyjaźni,Serdecznie polecam na sprzedaż mieszkanie na os. Przyjaźni. Mieszkanie usytuowane jest na 3 piętrze w bloku 4 piętrowym. Lokal składa się z trzech pokoi o powierzchni: 16m2 12m2 i 10m2 oraz z kuchni 7 m2 łazienki 2 7 m2 WC 1 4 m2 i...
4380,230000,2,54,1,Poznań Wilda Centrum ul. Ul. Św.Czesława,DWUPOKOJOWE NIEPRZECHODNIE WYREMONTOWANE 54M.KW UL.ŚW.CZESŁAWA 230 000 ! BARDZO DOBRA LOKALIZACJA DO ZAMIESZKANIA I NA WYNAJEM BLISKO STAREGO BROWARU ! Oferuję na sprzedaż ładne wyremontowane dwupokojowe mieszkanie o pow.54 m.kw znajdujące się...
4381,404000,3,77.92,1,Poznań Naramowice ul. Błażeja,Osiedle Na Skraju Lasu to nowoczesny kompleks mieszkaniowy złożony z trzech kameralnych budynków łączący nowoczesną architekturę belgijskie standardy budowy najlepszą lokalizację w dzielnicy i przystępne ceny. Zastosowane detale...
4382,470000,4,114,2,Poznań Wilda ul. Wierzbięcice,Proponuję do kupna mieszkanie o pow. 114 m2 położone w zadbanej kamienicy z 1905 r. na drugim piętrze przy ul. Wierzbięcice. Kamienica z cegły ceramicznej stropy drewniane dach pokryty dachówką ceramiczną i papą. Kamienica po rewitalizacji ...
4383,299000,2,43,2,Poznań Nowe Miasto ul. Świętowidzka,Słoneczne mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Nowe Miasto. Dwa pokoje okna wychodzące na południe; widok na las. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe terakota; Okna -...
4384,264396,2,40.06,8,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
4385,209000,2,39,10,Poznań Grunwald Górczyn Łazarz ul. Kordeckiego,Polecamy na sprzedaż mieszkanie o powierzchni 39 7 m2 w dobrej lokalizacji przy ul. Kordeckiego w Poznaniu. Lokal o powierzchni ok 39m2. Duży pokój 16 5mkw (mozaika drewniana na podłodze) mniejszy pokój 5 6mkw (mozaika drewniana na podłodze....
4386,229999,2,49,7,Poznań Rataje ul. Os. Piastowskie Mdm,Polecam na sprzedaż 2 pokojowe mieszkanie o pow. 48 4m2 na os.Piastowskim. MOŻLIWOŚĆ SKORZYSTANIA Z DOFINANSOWANIA W PROGRAMIE MDM!!! Przykładowa dopłata MDM dla rodziny z 2 dzieci wynosi 52 136 48 zł !!! Przykładowa dopłata MDM dla rodziny z 1...
4387,450000,4,85,3,Poznań Winogrady ul. Wilczak,Polecam na sprzedaż mieszkanie Poznań Winogrady - 4pok. 85m2 - dwupoziomowe CENA: 450 000 zł - spółdzielcze własnościowe bez KW ( grunt uregulowany ) - 3 i 4 p./ V kondygnacji - budynek z cegły 1997 rok - czynsz 870 zł Mieszkanie położone...
4388,349900,2,49.3,9,Poznań Grunwald ul. Jugosłowiańska,Rozkładowe jasne mieszkanie na dziewiątym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Dwa pokoje okna wychodzące na południe zachód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa tapeta; Podłogi -...
4389,315000,2,52,3,Poznań Jeżyce Centrum ul. Wojska Polskiego,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem oc od transakcji. Zapraszam do zapoznania sie z ofertą sprzedaży komfortowego 3-pokojowego poddaszowego mieszkania zlokalizowanego na Golęcinie przy ul. Wojska Polskiego. Budynek z...
4390,370000,4,96,1,Poznań Centrum Stare Miasto ul. Półwiejska,Atrakcyjna lokalizacja! 370 000zł 96mkw 3 pokoje Poznań-Centrum ul. Półwiejska 1 pietro Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego w kamienicy przy ulicy Półwiejskiej zaraz obok Kupca Poznańskiego kilkaset metrów...
4391,250000,2,49,5,Poznań Rataje ul. Os.Rusa,Cena 250.000 zł Mieszkanie 2-pokojowego o powierzchni 49 m2 + piwnica. Położone na 5 piętrze w budynku z windą na os.Rusa (Rataje) w Poznaniu. Mieszkanie składa się z : salon z balkonem oddziela kuchnia sypialnia przedpokój łazienka z...
4392,328000,5,72.26,1,Poznań Plewiska Luboń Dąbrówka Komorniki Grunwald ul. Szkolna 107,Powierzchnia użytkowa: 72 26m² Powierzchnia działki: 109 04m² Dostępność: Wolne Zestawienie powierzchni: 0/1 Wiatrołap 2 39m² 0/2 Gabinet 5 70m² 0/3 Korytarz 3 52m² 0/4 WC 3 05m² 0/5 Aneks kuchenny 6 06m² 0/6 Pokój dzienny 14 54m² 1/1 Korytarz...
4393,325000,3,61,3,Poznań Ogrody ul. Nowy Świat,Polecam na sprzedaż mieszkanie trzypokojowe na poznańskich Ogrodach. Mieszkanie składa się z salonu dwóch sypialni osobnej kuchni łazienki oraz wc. Układ pokoi bardzo funkcjonalny- nieprzechodni wszystkie pomieszczenia dostępne są z...
4394,325000,3,62,3,Poznań Ogrody Jeżyce Grunwald ul. Nowy Świat,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Zapraszam na prezentację mieszkania położonego w prestiżowej dzielnicy Poznania -Ogrody.Super lokalizacja!!!! Mieszkanie o powierzchni 62m2 IIIp/niski blok z cegły...
4395,650000,4,98,2,Poznań ul. Morszyńska,Polecam do sprzedaży komfortowy apartament w sześciomieszkaniowym budynku na Podolanach . Mieszkanie składa się z dużego salonu z aneksem z wyjściem na duży balkon. sypialni i jeszcze jeden pokój garderoba- mozliwośc zaadoptowania na 4 pokój ...
4396,315000,3,58.9,1,Poznań ul. Kozłowskiego,58 9 m2 - 315 000 zł Zapraszam do zapoznania się z ofertą sprzedaży mieszkania o powierzchni 58 9 m2 położonego w Plewiskach w bloku dwupiętrowym na pierwszym piętrze. Nieruchomość składa się z trzech pokoi w tym jeden największy pokój z...
4397,311766,3,54.6,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
4398,299000,2,52,1,Poznań Winogrady ul. Ul. Serbska,Na sprzedaż 2 pokojowe mieszkanie o powierzchni 52m2 na 1 piętrze w 5 piętrowej inwestycji przy ul. Serbskiej (Os. Wilczak dzielnica Winogrady) na ogrodzonym osiedlu z całodobową ochroną. Doskonała lokalizacja pozwala połączyć zarówno bliskość...
4399,245000,2,44.5,1,Poznań Poznań-Grunwald,Na sprzedaż mieszkanie 2 pokoje 44 9 m2 I piętro – Grunwald ul. Sieradzka. Lokal składa się z 2 oddzielnych pokoi ( 20 9 m2) kuchni z oknem (5 m2) łazienki z wanną (5 m2) korytarza (5 m2). Z salonu wyjście na loggię. Nowa zabudowa kuchni....
4400,270000,2,120.43,4,Poznań Łazarz Grunwald ul. Limanowskiego - Poddasze,Zapraszam do zapoznania się z ofertą sprzedaży mieszkania poddaszowego położonego przy ulicy Limanowskiego w Poznaniu. Atrakcyjna lokalizacja zapewnia ciszę i spokój oraz dostęp do pobliskich terenów rekreacyjnych i spacerowych Parku Jana...
4401,201624,1,32.52,3,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania
4402,243000,2,42,5,Poznań Grunwald Górczyn Łazarz Centrum Ogrody ul. Newtona - Zapraszam Do Obejrzenia!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 2 pokojowe położone na Grunwaldzie ( ul. Newtona ). Na 42 m2 składa się dwa ustawne pokoje osobna kuchnia...
4403,494400,3,62,4,Poznań Stare Miasto Centrum ul. Strzelecka Półwiejska,OFERTA ZWOLNIONA Z PROWIZJI OD KUPUJĄCEGO! OFERTA 0%! Na sprzedaż mieszkanie o powierzchni 61 8 m2 składające się z salonu z aneksem kuchennym 2 sypialni i łazienki. Do mieszkania przynależy balkon. Nowa inwestycja przy ulicy Strzeleckiej w...
